Exchange,Category,Token CEX,Token Name,Ticker,Market Cap Today,FDV Today,Pair,Price,Depth +2%,Depth -2%,Bid Ask Spread Percentage,24H Volume (USD) on USDT
Bitget,"Artificial Intelligence (AI), Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Pantera Capital Portfolio, GMCI DePIN Index, GMCI Index, Coinbase 50 Index",livepeer,Livepeer,LPT,148549350,148549350.0,LPT/USDT,3.769,69167.69951116423,74171.16428477722,0.03,1504269.0
Gate.io,"Artificial Intelligence (AI), Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Pantera Capital Portfolio, GMCI DePIN Index, GMCI Index, Coinbase 50 Index",livepeer,Livepeer,LPT,148549350,148549350.0,LPT/USDT,3.763,23614.873137507187,32655.170715618307,0.08,285295.0
KuCoin,"Artificial Intelligence (AI), Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Pantera Capital Portfolio, GMCI DePIN Index, GMCI Index, Coinbase 50 Index",livepeer,Livepeer,LPT,148549350,148549350.0,LPT/USDT,3.7682,19527.589249189034,24703.460270556956,0.21,169667.0
MEXC,"Artificial Intelligence (AI), Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Pantera Capital Portfolio, GMCI DePIN Index, GMCI Index, Coinbase 50 Index",livepeer,Livepeer,LPT,148549350,148549350.0,LPT/USDT,3.771,35059.63843540915,42831.55424930276,0.03,196273.0
Binance,"Smart Contract Platform, Real World Assets (RWA), Proof of Work (PoW), Made in USA",ravencoin,Ravencoin,RVN,147794502,147814835.0,RVN/USDT,0.00982,38438.14430441126,63414.03733351994,0.1,2614548.0
Bybit,"Smart Contract Platform, Real World Assets (RWA), Proof of Work (PoW), Made in USA",ravencoin,Ravencoin,RVN,147794502,147814835.0,RVN/USDT,0.00984,12201.578835266522,14691.131544271888,0.2,230292.0
Gate.io,"Smart Contract Platform, Real World Assets (RWA), Proof of Work (PoW), Made in USA",ravencoin,Ravencoin,RVN,147794502,147814835.0,RVN/USDT,0.009893,22924.698635617828,35231.95206343368,0.1,574971.0
KuCoin,"Smart Contract Platform, Real World Assets (RWA), Proof of Work (PoW), Made in USA",ravencoin,Ravencoin,RVN,147794502,147814835.0,RVN/USDT,0.00984,10977.202587354479,8021.035446365551,0.2,303126.0
MEXC,"Smart Contract Platform, Real World Assets (RWA), Proof of Work (PoW), Made in USA",ravencoin,Ravencoin,RVN,147794502,147814835.0,RVN/USDT,0.009815,8789.885468452801,9327.113576958194,0.24,1489024.0
Binance,"BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Liquid Staking Governance Tokens, Linea Ecosystem, DePIN, Scroll Ecosystem, Rollups-as-a-Service (RaaS), Blast Ecosystem, Mode Ecosystem, Pantera Capital Portfolio, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Liquid Staking, Made in USA",ankr,Ankr Network,ANKR,147020840,147020840.0,ANKR/USDT,0.01469,58598.2951205979,50434.188880432506,0.07,2815375.0
Bitget,"BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Liquid Staking Governance Tokens, Linea Ecosystem, DePIN, Scroll Ecosystem, Rollups-as-a-Service (RaaS), Blast Ecosystem, Mode Ecosystem, Pantera Capital Portfolio, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Liquid Staking, Made in USA",ankr,Ankr Network,ANKR,147020840,147020840.0,ANKR/USDT,0.01479,84574.5216564305,90264.87209922743,0.07,289854.0
Bybit,"BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Liquid Staking Governance Tokens, Linea Ecosystem, DePIN, Scroll Ecosystem, Rollups-as-a-Service (RaaS), Blast Ecosystem, Mode Ecosystem, Pantera Capital Portfolio, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Liquid Staking, Made in USA",ankr,Ankr Network,ANKR,147020840,147020840.0,ANKR/USDT,0.01468,7313.715168598186,13167.972103589394,0.2,228826.0
Gate.io,"BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Liquid Staking Governance Tokens, Linea Ecosystem, DePIN, Scroll Ecosystem, Rollups-as-a-Service (RaaS), Blast Ecosystem, Mode Ecosystem, Pantera Capital Portfolio, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Liquid Staking, Made in USA",ankr,Ankr Network,ANKR,147020840,147020840.0,ANKR/USDT,0.01472,22671.99431303174,29020.09042339328,0.34,61151.0
KuCoin,"BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Liquid Staking Governance Tokens, Linea Ecosystem, DePIN, Scroll Ecosystem, Rollups-as-a-Service (RaaS), Blast Ecosystem, Mode Ecosystem, Pantera Capital Portfolio, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Liquid Staking, Made in USA",ankr,Ankr Network,ANKR,147020840,147020840.0,ANKR/USDT,0.01471,10822.980906278928,13543.011632400832,0.07,125539.0
MEXC,"BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Liquid Staking Governance Tokens, Linea Ecosystem, DePIN, Scroll Ecosystem, Rollups-as-a-Service (RaaS), Blast Ecosystem, Mode Ecosystem, Pantera Capital Portfolio, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Liquid Staking, Made in USA",ankr,Ankr Network,ANKR,147020840,147020840.0,ANKR/USDT,0.0147,46635.839801911105,147913.34955778017,0.2,22420428.0
Gate.io,"Smart Contract Platform, Layer 1 (L1), DePIN, Andreessen Horowitz (a16z) Portfolio, Made in USA",chia,Chia,XCH,146315020,331356364.0,XCH/USDT,10.085,8656.949778535793,13518.966711956313,0.11,5738150.0
KuCoin,"Smart Contract Platform, Layer 1 (L1), DePIN, Andreessen Horowitz (a16z) Portfolio, Made in USA",chia,Chia,XCH,146315020,331356364.0,XCH/USDT,10.046,2513.2590489554113,9523.431470151427,0.19,382056.0
MEXC,"Smart Contract Platform, Layer 1 (L1), DePIN, Andreessen Horowitz (a16z) Portfolio, Made in USA",chia,Chia,XCH,146315020,331356364.0,XCH/USDT,10.04,2970.0624722223606,5846.466516363016,0.35,134269.0
Gate.io,"Decentralized Exchange (DEX), BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, RWA Protocol",chex-token,CHEX Token,CHEX,146170248,146170248.0,CHEX/USDT,0.1475,4151.024909609885,116.51707043201236,1.15,527735.0
MEXC,"Decentralized Exchange (DEX), BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, RWA Protocol",chex-token,CHEX Token,CHEX,146170248,146170248.0,CHEX/USDT,0.1473,864.6079883763502,1353.8270611586154,0.69,456626.0
Bitget,"Gaming (GameFi), BNB Chain Ecosystem, Ethereum Ecosystem, TON Ecosystem",gmt-token,GoMining Token,GOMINING,144551862,144551862.0,GOMINING/USDT,0.352,8779.106111505022,2175.882616545668,0.54,1858075.0
Gate.io,"Gaming (GameFi), BNB Chain Ecosystem, Ethereum Ecosystem, TON Ecosystem",gmt-token,GoMining Token,GOMINING,144551862,144551862.0,GOMINING/USDT,0.3527,6499.409941474297,11482.868201807021,0.2,1462956.0
MEXC,"Gaming (GameFi), BNB Chain Ecosystem, Ethereum Ecosystem, TON Ecosystem",gmt-token,GoMining Token,GOMINING,144551862,144551862.0,GOMINING/USDT,0.3524,7050.850262375574,3659.2638493341856,0.45,1637073.0
Binance,"Smart Contract Platform, Storage, DePIN, Paradigm Portfolio, Proof of Work (PoW), DragonFly Capital Portfolio, Made in USA",siacoin,Siacoin,SC,144530464,155059538.0,SC/USDT,0.002582,77538.66576473002,88857.69021344397,0.08,1330346.0
Bybit,"Smart Contract Platform, Storage, DePIN, Paradigm Portfolio, Proof of Work (PoW), DragonFly Capital Portfolio, Made in USA",siacoin,Siacoin,SC,144530464,155059538.0,SC/USDT,0.002583,47264.71508188526,48468.522046417565,0.08,352899.0
Gate.io,"Smart Contract Platform, Storage, DePIN, Paradigm Portfolio, Proof of Work (PoW), DragonFly Capital Portfolio, Made in USA",siacoin,Siacoin,SC,144530464,155059538.0,SC/USDT,0.002576,79119.42821399424,69510.72936988437,0.12,298107.0
MEXC,"Smart Contract Platform, Storage, DePIN, Paradigm Portfolio, Proof of Work (PoW), DragonFly Capital Portfolio, Made in USA",siacoin,Siacoin,SC,144530464,155059538.0,SC/USDT,0.002586,5879.835340005055,10851.415887248526,0.12,808172.0
Binance,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Seigniorage, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Moonriver Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Curve Ecosystem, Stablecoin Protocol, Polygon zkEVM Ecosystem, Evmos Ecosystem, Fraxtal Ecosystem, GMCI DeFi Index, Liquid Staking, GMCI Index, Made in USA",frax-share,Frax Share,FXS,144077171,161452155.0,FXS/USDT,1.625,13248.469103030495,41113.64345628578,0.19,1781813.0
Bitget,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Seigniorage, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Moonriver Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Curve Ecosystem, Stablecoin Protocol, Polygon zkEVM Ecosystem, Evmos Ecosystem, Fraxtal Ecosystem, GMCI DeFi Index, Liquid Staking, GMCI Index, Made in USA",frax-share,Frax Share,FXS,144077171,161452155.0,FXS/USDT,1.631,23080.264649919052,33413.66398484329,0.37,138846.0
Bybit,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Seigniorage, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Moonriver Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Curve Ecosystem, Stablecoin Protocol, Polygon zkEVM Ecosystem, Evmos Ecosystem, Fraxtal Ecosystem, GMCI DeFi Index, Liquid Staking, GMCI Index, Made in USA",frax-share,Frax Share,FXS,144077171,161452155.0,FXS/USDT,1.626,4831.413355966636,12822.580206459768,0.18,241497.0
Gate.io,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Seigniorage, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Moonriver Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Curve Ecosystem, Stablecoin Protocol, Polygon zkEVM Ecosystem, Evmos Ecosystem, Fraxtal Ecosystem, GMCI DeFi Index, Liquid Staking, GMCI Index, Made in USA",frax-share,Frax Share,FXS,144077171,161452155.0,FXS/USDT,1.628,14013.302063507754,23690.254582201924,0.43,80108.0
KuCoin,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Seigniorage, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Moonriver Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Curve Ecosystem, Stablecoin Protocol, Polygon zkEVM Ecosystem, Evmos Ecosystem, Fraxtal Ecosystem, GMCI DeFi Index, Liquid Staking, GMCI Index, Made in USA",frax-share,Frax Share,FXS,144077171,161452155.0,FXS/USDT,1.627,9868.597862399998,4912.751008339302,0.31,62507.0
MEXC,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Seigniorage, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Moonriver Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Curve Ecosystem, Stablecoin Protocol, Polygon zkEVM Ecosystem, Evmos Ecosystem, Fraxtal Ecosystem, GMCI DeFi Index, Liquid Staking, GMCI Index, Made in USA",frax-share,Frax Share,FXS,144077171,161452155.0,FXS/USDT,1.624,18747.634801958524,27243.873176950565,0.25,1723290.0
Binance,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Yearn Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Alameda Research Portfolio, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, Blockchain Capital Portfolio, Index Coop Index",yearn-finance,yearn.finance,YFI,144023765,156293092.0,YFI/USDT,4282.0,51475.72016677293,59678.41655739747,0.05,4401681.0
Bitget,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Yearn Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Alameda Research Portfolio, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, Blockchain Capital Portfolio, Index Coop Index",yearn-finance,yearn.finance,YFI,144023765,156293092.0,YFI/USDT,4296.0,65833.3025406874,65855.93449377015,0.47,76940.0
Bybit,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Yearn Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Alameda Research Portfolio, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, Blockchain Capital Portfolio, Index Coop Index",yearn-finance,yearn.finance,YFI,144023765,156293092.0,YFI/USDT,4284.0,9231.959056434729,70950.534777375,0.05,3012224.0
Gate.io,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Yearn Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Alameda Research Portfolio, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, Blockchain Capital Portfolio, Index Coop Index",yearn-finance,yearn.finance,YFI,144023765,156293092.0,YFI/USDT,4250.0,27757.757723108403,35969.67853356033,0.19,80777.0
KuCoin,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Yearn Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Alameda Research Portfolio, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, Blockchain Capital Portfolio, Index Coop Index",yearn-finance,yearn.finance,YFI,144023765,156293092.0,YFI/USDT,4254.72,12232.068278374922,23564.5266579434,0.05,307250.0
MEXC,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Yearn Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Alameda Research Portfolio, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, Blockchain Capital Portfolio, Index Coop Index",yearn-finance,yearn.finance,YFI,144023765,156293092.0,YFI/USDT,4284.5,21524.383662724988,16850.856791672984,0.08,5271856.0
Binance,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Proof of Stake (PoS), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Blockchain Capital Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Coinbase 50 Index",oasis-network,Oasis,ROSE,143382233,213055842.0,ROSE/USDT,0.02123,51346.28488123038,76073.5866427733,0.1,5675952.0
Bitget,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Proof of Stake (PoS), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Blockchain Capital Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Coinbase 50 Index",oasis-network,Oasis,ROSE,143382233,213055842.0,ROSE/USDT,0.02155,49210.577847515626,54071.11177353629,0.14,315678.0
Bybit,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Proof of Stake (PoS), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Blockchain Capital Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Coinbase 50 Index",oasis-network,Oasis,ROSE,143382233,213055842.0,ROSE/USDT,0.02142,20160.730636956843,14284.856519072828,0.14,379939.0
Gate.io,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Proof of Stake (PoS), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Blockchain Capital Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Coinbase 50 Index",oasis-network,Oasis,ROSE,143382233,213055842.0,ROSE/USDT,0.0215,22883.80408955572,31885.644348976293,0.28,1649171.0
KuCoin,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Proof of Stake (PoS), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Blockchain Capital Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Coinbase 50 Index",oasis-network,Oasis,ROSE,143382233,213055842.0,ROSE/USDT,0.02142,12632.484605281925,45836.904564907534,0.09,457565.0
MEXC,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Proof of Stake (PoS), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Blockchain Capital Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Coinbase 50 Index",oasis-network,Oasis,ROSE,143382233,213055842.0,ROSE/USDT,0.02143,51113.98014780277,82944.07083292669,0.14,950247.0
Binance,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Ethereum Ecosystem, Metagovernance, Curve Ecosystem, Yield Optimizer",convex-finance,Convex Finance,CVX,138318176,168473487.0,CVX/USDT,1.692,11969.529331923757,49367.17319005863,0.12,3272472.0
Bitget,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Ethereum Ecosystem, Metagovernance, Curve Ecosystem, Yield Optimizer",convex-finance,Convex Finance,CVX,138318176,168473487.0,CVX/USDT,1.707,51353.617529251904,113182.69354069202,0.29,641444.0
Gate.io,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Ethereum Ecosystem, Metagovernance, Curve Ecosystem, Yield Optimizer",convex-finance,Convex Finance,CVX,138318176,168473487.0,CVX/USDT,1.695,11185.85614405328,26189.378436456216,0.47,209122.0
KuCoin,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Ethereum Ecosystem, Metagovernance, Curve Ecosystem, Yield Optimizer",convex-finance,Convex Finance,CVX,138318176,168473487.0,CVX/USDT,1.7032,1948.8939103439373,3420.552572153941,0.25,379639.0
MEXC,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Ethereum Ecosystem, Metagovernance, Curve Ecosystem, Yield Optimizer",convex-finance,Convex Finance,CVX,138318176,168473487.0,CVX/USDT,1.698,8616.048824384696,14435.129516085139,0.35,2206815.0
Bitget,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK), Animoca Brands Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio",polyhedra-network,Polyhedra Network,ZKJ,136830330,2266022333.0,ZKJ/USDT,2.264,283505.59664814506,293782.711981091,0.04,231781.0
Bybit,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK), Animoca Brands Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio",polyhedra-network,Polyhedra Network,ZKJ,136830330,2266022333.0,ZKJ/USDT,2.2637,205702.75578459777,215496.472277078,0.01,4631581.0
Gate.io,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK), Animoca Brands Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio",polyhedra-network,Polyhedra Network,ZKJ,136830330,2266022333.0,ZKJ/USDT,2.2653,355482.39398210053,309199.54325896164,0.02,4180227.0
KuCoin,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK), Animoca Brands Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio",polyhedra-network,Polyhedra Network,ZKJ,136830330,2266022333.0,ZKJ/USDT,2.263,196233.47364516367,180000.184782119,0.09,73922.0
MEXC,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK), Animoca Brands Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio",polyhedra-network,Polyhedra Network,ZKJ,136830330,2266022333.0,ZKJ/USDT,2.2635,9767.697218099205,14820.743482155769,0.1,166419.0
Bybit,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Murad Picks",popcat,Popcat,POPCAT,137525249,137525249.0,POPCAT/USDT,0.1402,96038.26513496341,127091.9842701112,0.14,11080150.0
Gate.io,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Murad Picks",popcat,Popcat,POPCAT,137525249,137525249.0,POPCAT/USDT,0.1402,52322.98218879878,69670.1373068788,0.07,20270470.0
KuCoin,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Murad Picks",popcat,Popcat,POPCAT,137525249,137525249.0,POPCAT/USDT,0.1401,38471.111066040816,62384.87174932587,0.07,1312985.0
MEXC,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Murad Picks",popcat,Popcat,POPCAT,137525249,137525249.0,POPCAT/USDT,0.1405,163435.65016520684,180987.67593108866,0.14,12642027.0
Binance,"Smart Contract Platform, Layer 1 (L1), Harmony Ecosystem, Animoca Brands Portfolio, Binance Launchpad, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA",harmony,Harmony,ONE,134497939,134957322.0,ONE/USDT,0.0093,54038.799303972286,70626.95501943477,0.11,3991611.0
Bitget,"Smart Contract Platform, Layer 1 (L1), Harmony Ecosystem, Animoca Brands Portfolio, Binance Launchpad, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA",harmony,Harmony,ONE,134497939,134957322.0,ONE/USDT,0.00931,86143.8882499713,112259.02455527983,0.22,142090.0
Bybit,"Smart Contract Platform, Layer 1 (L1), Harmony Ecosystem, Animoca Brands Portfolio, Binance Launchpad, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA",harmony,Harmony,ONE,134497939,134957322.0,ONE/USDT,0.00925,12905.431772645012,14801.23313178078,0.11,438717.0
Gate.io,"Smart Contract Platform, Layer 1 (L1), Harmony Ecosystem, Animoca Brands Portfolio, Binance Launchpad, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA",harmony,Harmony,ONE,134497939,134957322.0,ONE/USDT,0.009344,34900.135230187516,44615.31059528111,0.11,2559425.0
KuCoin,"Smart Contract Platform, Layer 1 (L1), Harmony Ecosystem, Animoca Brands Portfolio, Binance Launchpad, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA",harmony,Harmony,ONE,134497939,134957322.0,ONE/USDT,0.009278,19560.351473064595,24776.67828838312,0.11,450247.0
MEXC,"Smart Contract Platform, Layer 1 (L1), Harmony Ecosystem, Animoca Brands Portfolio, Binance Launchpad, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA",harmony,Harmony,ONE,134497939,134957322.0,ONE/USDT,0.009291,76888.96046631923,62683.17829521349,0.28,3273620.0
Binance,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Zoo-Themed, Memorial Themed",peanut-the-squirrel,Peanut the Squirrel,PNUT,134273724,134273724.0,PNUT/USDT,0.134,238786.9137888935,256300.16417094975,0.07,28881167.0
Bitget,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Zoo-Themed, Memorial Themed",peanut-the-squirrel,Peanut the Squirrel,PNUT,134273724,134273724.0,PNUT/USDT,0.1346,440712.0881296225,445795.64837105665,0.07,2988793.0
Bybit,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Zoo-Themed, Memorial Themed",peanut-the-squirrel,Peanut the Squirrel,PNUT,134273724,134273724.0,PNUT/USDT,0.1345,82337.32645434765,100387.6114348703,0.15,2256924.0
Gate.io,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Zoo-Themed, Memorial Themed",peanut-the-squirrel,Peanut the Squirrel,PNUT,134273724,134273724.0,PNUT/USDT,0.1346,77341.61835313786,103115.06890125186,0.15,11600921.0
KuCoin,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Zoo-Themed, Memorial Themed",peanut-the-squirrel,Peanut the Squirrel,PNUT,134273724,134273724.0,PNUT/USDT,0.1346,76994.5310772437,74153.42535018541,0.22,692771.0
MEXC,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Zoo-Themed, Memorial Themed",peanut-the-squirrel,Peanut the Squirrel,PNUT,134273724,134273724.0,PNUT/USDT,0.1342,382790.4347677044,451402.4439190798,0.07,11000720.0
Binance,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA), RWA Protocol",polymesh,Polymesh,POLYX,131892076,131892076.0,POLYX/USDT,0.1157,34328.007479884596,174246.52427467983,0.17,2256487.0
Bitget,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA), RWA Protocol",polymesh,Polymesh,POLYX,131892076,131892076.0,POLYX/USDT,0.1157,40132.523372581614,91696.15742779916,0.17,70328.0
