Exchange,Category,Token CEX,Token Name,Ticker,Market Cap Today,FDV Today,Pair,Price,Depth +2%,Depth -2%,Bid Ask Spread Percentage,24H Volume (USD) on USDT
Bitget,"Smart Contract Platform, Zero Knowledge (ZK), FTX Holdings, Paradigm Portfolio, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Proof of Stake (PoS), Pantera Capital Portfolio, Circle Ventures Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",mina-protocol,Mina Protocol,MINA,242598453,242598453.0,MINA/USDT,0.1991,74119.40396305503,90100.08461871072,0.1,303171.0
Bybit,"Smart Contract Platform, Zero Knowledge (ZK), FTX Holdings, Paradigm Portfolio, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Proof of Stake (PoS), Pantera Capital Portfolio, Circle Ventures Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",mina-protocol,Mina Protocol,MINA,242598453,242598453.0,MINA/USDT,0.199,19515.840009519074,22244.10892221164,0.1,1660931.0
Gate.io,"Smart Contract Platform, Zero Knowledge (ZK), FTX Holdings, Paradigm Portfolio, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Proof of Stake (PoS), Pantera Capital Portfolio, Circle Ventures Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",mina-protocol,Mina Protocol,MINA,242598453,242598453.0,MINA/USDT,0.199,58808.27613553787,43762.590198862905,0.05,4666355.0
KuCoin,"Smart Contract Platform, Zero Knowledge (ZK), FTX Holdings, Paradigm Portfolio, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Proof of Stake (PoS), Pantera Capital Portfolio, Circle Ventures Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",mina-protocol,Mina Protocol,MINA,242598453,242598453.0,MINA/USDT,0.1991,17485.565748568588,19353.969382760017,0.15,232000.0
MEXC,"Smart Contract Platform, Zero Knowledge (ZK), FTX Holdings, Paradigm Portfolio, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Proof of Stake (PoS), Pantera Capital Portfolio, Circle Ventures Portfolio, Privacy Blockchain, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",mina-protocol,Mina Protocol,MINA,242598453,242598453.0,MINA/USDT,0.199,79054.10673828969,106172.38480329646,0.05,2312565.0
Bitget,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), Base Ecosystem, Binance Alpha Spotlight, Made in USA",aerodrome-finance,Aerodrome Finance,AERO,236820257,460641807.0,AERO/USDT,0.297,32734.52860883327,37769.01529443917,0.34,380610.0
Bybit,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), Base Ecosystem, Binance Alpha Spotlight, Made in USA",aerodrome-finance,Aerodrome Finance,AERO,236820257,460641807.0,AERO/USDT,0.2951,46204.201785219404,61169.690411860734,0.14,1828267.0
Gate.io,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), Base Ecosystem, Binance Alpha Spotlight, Made in USA",aerodrome-finance,Aerodrome Finance,AERO,236820257,460641807.0,AERO/USDT,0.2957,26664.684115346583,27572.296638568405,0.07,16188575.0
KuCoin,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), Base Ecosystem, Binance Alpha Spotlight, Made in USA",aerodrome-finance,Aerodrome Finance,AERO,236820257,460641807.0,AERO/USDT,0.295,13528.432681933054,20141.312009732224,0.34,628975.0
MEXC,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), Base Ecosystem, Binance Alpha Spotlight, Made in USA",aerodrome-finance,Aerodrome Finance,AERO,236820257,460641807.0,AERO/USDT,0.2948,11805.286094803978,21192.058392504987,0.41,206084.0
Binance,"Smart Contract Platform, Privacy, Masternodes, Alleged SEC Securities, Proof of Stake (PoS), Proof of Work (PoW), Made in USA",dash,Dash,DASH,232950781,232956462.0,DASH/USDT,19.09,49278.79465957868,51024.38648176009,0.05,3509615.0
KuCoin,"Smart Contract Platform, Privacy, Masternodes, Alleged SEC Securities, Proof of Stake (PoS), Proof of Work (PoW), Made in USA",dash,Dash,DASH,232950781,232956462.0,DASH/USDT,19.14,7982.436452653896,11855.22090393542,0.16,284193.0
MEXC,"Smart Contract Platform, Privacy, Masternodes, Alleged SEC Securities, Proof of Stake (PoS), Proof of Work (PoW), Made in USA",dash,Dash,DASH,232950781,232956462.0,DASH/USDT,18.98,25753.963808831748,55080.73751081413,0.16,2404577.0
Binance,"BNB Chain Ecosystem, Wallets, Ethereum Ecosystem, Animoca Brands Portfolio, Binance Launchpad, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio",safepal,SafePal,SFP,231538451,231538451.0,SFP/USDT,0.4635,133943.97401194094,133615.99391520405,0.06,859735.0
Bitget,"BNB Chain Ecosystem, Wallets, Ethereum Ecosystem, Animoca Brands Portfolio, Binance Launchpad, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio",safepal,SafePal,SFP,231538451,231538451.0,SFP/USDT,0.4639,64706.99685363897,62122.23215149661,0.11,83193.0
Gate.io,"BNB Chain Ecosystem, Wallets, Ethereum Ecosystem, Animoca Brands Portfolio, Binance Launchpad, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio",safepal,SafePal,SFP,231538451,231538451.0,SFP/USDT,0.4608,40593.142737202055,59676.72158879243,0.02,11535.78
KuCoin,"BNB Chain Ecosystem, Wallets, Ethereum Ecosystem, Animoca Brands Portfolio, Binance Launchpad, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio",safepal,SafePal,SFP,231538451,231538451.0,SFP/USDT,0.4631,11372.330018352919,13158.522770994734,0.11,4249.33
MEXC,"BNB Chain Ecosystem, Wallets, Ethereum Ecosystem, Animoca Brands Portfolio, Binance Launchpad, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio",safepal,SafePal,SFP,231538451,231538451.0,SFP/USDT,0.4637,11903.992390438352,10049.292307189167,0.09,525058.0
Bitget,"Infrastructure, Wallets, Gnosis Chain Ecosystem, Ethereum Ecosystem",safe,Safe,SAFE,232540596,410192385.0,SAFE/USDT,0.4115,92947.56246734792,143086.93634672178,0.02,610371.0
Bybit,"Infrastructure, Wallets, Gnosis Chain Ecosystem, Ethereum Ecosystem",safe,Safe,SAFE,232540596,410192385.0,SAFE/USDT,0.4094,61258.25167880739,90901.51346946551,0.1,1094154.0
Gate.io,"Infrastructure, Wallets, Gnosis Chain Ecosystem, Ethereum Ecosystem",safe,Safe,SAFE,232540596,410192385.0,SAFE/USDT,0.4101,70141.32291246518,88617.35485464563,0.12,15913225.0
KuCoin,"Infrastructure, Wallets, Gnosis Chain Ecosystem, Ethereum Ecosystem",safe,Safe,SAFE,232540596,410192385.0,SAFE/USDT,0.41,12229.188165289204,27237.399424359246,0.05,460786.0
MEXC,"Infrastructure, Wallets, Gnosis Chain Ecosystem, Ethereum Ecosystem",safe,Safe,SAFE,232540596,410192385.0,SAFE/USDT,0.4096,2016.3855866345061,1702.6213976650142,0.07,1012549.0
Gate.io,"Artificial Intelligence (AI), Smart Contract Platform, DePIN, Osmosis Ecosystem, Proof of Stake (PoS), Archway Ecosystem, Made in USA",akash-network,Akash Network,AKT,229625795,230410061.0,AKT/USDT,0.928,127809.52829897235,139659.01550052807,0.21,3378247.0
KuCoin,"Artificial Intelligence (AI), Smart Contract Platform, DePIN, Osmosis Ecosystem, Proof of Stake (PoS), Archway Ecosystem, Made in USA",akash-network,Akash Network,AKT,229625795,230410061.0,AKT/USDT,0.9309,24776.663243757575,46491.16549742746,0.17,993433.0
Bitget,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Ethereum Ecosystem, Base Ecosystem, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Morpho Ecosystem, Binance Alpha Spotlight",morpho,Morpho,MORPHO,218892158,920562557.0,MORPHO/USDT,0.9301,5990.550471993409,13050.21705638137,0.2,179407.0
